2017-10-27,13:50:00,0500CCITY242,0500SFULB020,20-1-A-y08-1,Arbury - City Centre - Addenbrookes - Cherry Hinton - Fulbourn,2017-10-10,2018-04-13,1|Citi,SCCM,VJ_20-1-A-y08-1-78-T0
2017-10-27,14:00:00,0500CCITY242,0500SFULB008,20-1-A-y08-1,Arbury - City Centre - Addenbrookes - Cherry Hinton - Fulbourn,2017-10-10,2018-04-13,1|Citi,SCCM,VJ_20-1-A-y08-1-79-T0
2017-10-27,14:10:00,0500CCITY242,0500SFULB008,20-1-A-y08-1,Arbury - City Centre - Addenbrookes - Cherry Hinton - Fulbourn,2017-10-10,2018-04-13,1|Citi,SCCM,VJ_20-1-A-y08-1-80-T0
2017-10-27,14:20:00,0500CCITY242,0500SFULB020,20-1-A-y08-1,Arbury - City Centre - Addenbrookes - Cherry Hinton - Fulbourn,2017-10-10,2018-04-13,1|Citi,SCCM,VJ_20-1-A-y08-1-81-T0
2017-10-27,14:30:00,0500CCITY242,0500SFULB008,20-1-A-y08-1,Arbury - City Centre - Addenbrookes - Cherry Hinton - Fulbourn,2017-10-10,2018-04-13,1|Citi,SCCM,VJ_20-1-A-y08-1-82-T0
2017-10-27,14:40:00,0500CCITY242,0500SFULB008,20-1-A-y08-1,Arbury - City Centre - Addenbrookes - Cherry Hinton - Fulbourn,2017-10-10,2018-04-13,1|Citi,SCCM,VJ_20-1-A-y08-1-83-T0
2017-10-27,14:50:00,0500CCITY242,0500SFULB020,20-1-A-y08-1,Arbury - City Centre - Addenbrookes - Cherry Hinton - Fulbourn,2017-10-10,2018-04-13,1|Citi,SCCM,VJ_20-1-A-y08-1-84-T0
2017-10-27,15:00:00,0500CCITY242,0500SFULB008,20-1-A-y08-1,Arbury - City Centre - Addenbrookes - Cherry Hinton - Fulbourn,2017-10-10,2018-04-13,1|Citi,SCCM,VJ_20-1-A-y08-1-85-T0
2017-10-27,15:10:00,0500CCITY242,0500SFULB008,20-1-A-y08-1,Arbury - City Centre - Addenbrookes - Cherry Hinton - Fulbourn,2017-10-10,2018-04-13,1|Citi,SCCM,VJ_20-1-A-y08-1-86-T0
2017-10-27,15:20:00,0500CCITY242,0500SFULB020,20-1-A-y08-1,Arbury - City Centre - Addenbrookes - Cherry Hinton - Fulbourn,2017-10-10,2018-04-13,1|Citi,SCCM,VJ_20-1-A-y08-1-87-T0
2017-10-27,15:30:00,0500CCITY242,0500SFULB008,20-1-A-y08-1,Arbury - City Centre - Addenbrookes - Cherry Hinton - Fulbourn,2017-10-10,2018-04-13,1|Citi,SCCM,VJ_20-1-A-y08-1-88-T0
2017-10-27,15:40:00,0500CCITY242,0500SFULB008,20-1-A-y08-1,Arbury - City Centre - Addenbrookes - Cherry Hinton - Fulbourn,2017-10-10,2018-04-13,1|Citi,SCCM,VJ_20-1-A-y08-1-89-T0
2017-10-27,15:50:00,0500CCITY242,0500SFULB020,20-1-A-y08-1,Arbury - City Centre - Addenbrookes - Cherry Hinton - Fulbourn,2017-10-10,2018-04-13,1|Citi,SCCM,VJ_20-1-A-y08-1-90-T0
2017-10-27,16:00:00,0500CCITY242,0500SFULB008,20-1-A-y08-1,Arbury - City Centre - Addenbrookes - Cherry Hinton - Fulbourn,2017-10-10,2018-04-13,1|Citi,SCCM,VJ_20-1-A-y08-1-91-T0
2017-10-27,16:10:00,0500CCITY242,0500SFULB008,20-1-A-y08-1,Arbury - City Centre - Addenbrookes - Cherry Hinton - Fulbourn,2017-10-10,2018-04-13,1|Citi,SCCM,VJ_20-1-A-y08-1-92-T0
2017-10-27,16:20:00,0500CCITY242,0500SFULB020,20-1-A-y08-1,Arbury - City Centre - Addenbrookes - Cherry Hinton - Fulbourn,2017-10-10,2018-04-13,1|Citi,SCCM,VJ_20-1-A-y08-1-93-T0
2017-10-27,16:30:00,0500CCITY242,0500SFULB008,20-1-A-y08-1,Arbury - City Centre - Addenbrookes - Cherry Hinton - Fulbourn,2017-10-10,2018-04-13,1|Citi,SCCM,VJ_20-1-A-y08-1-94-T0
2017-10-27,16:40:00,0500CCITY242,0500SFULB008,20-1-A-y08-1,Arbury - City Centre - Addenbrookes - Cherry Hinton - Fulbourn,2017-10-10,2018-04-13,1|Citi,SCCM,VJ_20-1-A-y08-1-95-T0
2017-10-27,16:50:00,0500CCITY242,0500SFULB020,20-1-A-y08-1,Arbury - City Centre - Addenbrookes - Cherry Hinton - Fulbourn,2017-10-10,2018-04-13,1|Citi,SCCM,VJ_20-1-A-y08-1-96-T0
2017-10-27,17:00:00,0500CCITY242,0500SFULB008,20-1-A-y08-1,Arbury - City Centre - Addenbrookes - Cherry Hinton - Fulbourn,2017-10-10,2018-04-13,1|Citi,SCCM,VJ_20-1-A-y08-1-97-T0
2017-10-27,17:10:00,0500CCITY242,0500SFULB008,20-1-A-y08-1,Arbury - City Centre - Addenbrookes - Cherry Hinton - Fulbourn,2017-10-10,2018-04-13,1|Citi,SCCM,VJ_20-1-A-y08-1-98-T0
2017-10-27,17:20:00,0500CCITY242,0500SFULB015,20-1-A-y08-1,Arbury - City Centre - Addenbrookes - Cherry Hinton - Fulbourn,2017-10-10,2018-04-13,1|Citi,SCCM,VJ_20-1-A-y08-1-99-T0
2017-10-27,17:30:00,0500CCITY242,0500SFULB008,20-1-A-y08-1,Arbury - City Centre - Addenbrookes - Cherry Hinton - Fulbourn,2017-10-10,2018-04-13,1|Citi,SCCM,VJ_20-1-A-y08-1-100-T0
2017-10-27,17:40:00,0500CCITY242,0500SFULB008,20-1-A-y08-1,Arbury - City Centre - Addenbrookes - Cherry Hinton - Fulbourn,2017-10-10,2018-04-13,1|Citi,SCCM,VJ_20-1-A-y08-1-101-T0
2017-10-27,17:50:00,0500CCITY242,0500SFULB015,20-1-A-y08-1,Arbury - City Centre - Addenbrookes - Cherry Hinton - Fulbourn,2017-10-10,2018-04-13,1|Citi,SCCM,VJ_20-1-A-y08-1-102-T0
2017-10-27,18:00:00,0500CCITY242,0500SFULB008,20-1-A-y08-1,Arbury - City Centre - Addenbrookes - Cherry Hinton - Fulbourn,2017-10-10,2018-04-13,1|Citi,SCCM,VJ_20-1-A-y08-1-103-T0
2017-10-27,18:10:00,0500CCITY242,0500SFULB008,20-1-A-y08-1,Arbury - City Centre - Addenbrookes - Cherry Hinton - Fulbourn,2017-10-10,2018-04-13,1|Citi,SCCM,VJ_20-1-A-y08-1-104-T0
2017-10-27,18:20:00,0500CCITY242,0500SFULB015,20-1-A-y08-1,Arbury - City Centre - Addenbrookes - Cherry Hinton - Fulbourn,2017-10-10,2018-04-13,1|Citi,SCCM,VJ_20-1-A-y08-1-105-T0
2017-10-27,18:30:00,0500CCITY242,0500SFULB008,20-1-A-y08-1,Arbury - City Centre - Addenbrookes - Cherry Hinton - Fulbourn,2017-10-10,2018-04-13,1|Citi,SCCM,VJ_20-1-A-y08-1-106-T0
2017-10-27,18:40:00,0500CCITY242,0500SFULB008,20-1-A-y08-1,Arbury - City Centre - Addenbrookes - Cherry Hinton - Fulbourn,2017-10-10,2018-04-13,1|Citi,SCCM,VJ_20-1-A-y08-1-107-T0
2017-10-27,19:10:00,0500CCITY242,0500SFULB020,20-1-A-y08-1,Arbury - City Centre - Addenbrookes - Cherry Hinton - Fulbourn,2017-10-10,2018-04-13,1|Citi,SCCM,VJ_20-1-A-y08-1-108-T0
2017-10-27,19:40:00,0500CCITY242,0500SFULB020,20-1-A-y08-1,Arbury - City Centre - Addenbrookes - Cherry Hinton - Fulbourn,2017-10-10,2018-04-13,1|Citi,SCCM,VJ_20-1-A-y08-1-109-T0
2017-10-27,20:10:00,0500CCITY242,0500SFULB020,20-1-A-y08-1,Arbury - City Centre - Addenbrookes - Cherry Hinton - Fulbourn,2017-10-10,2018-04-13,1|Citi,SCCM,VJ_20-1-A-y08-1-110-T0
2017-10-27,20:40:00,0500CCITY242,0500SFULB020,20-1-A-y08-1,Arbury - City Centre - Addenbrookes - Cherry Hinton - Fulbourn,2017-10-10,2018-04-13,1|Citi,SCCM,VJ_20-1-A-y08-1-111-T0
2017-10-27,21:10:00,0500CCITY242,0500SFULB020,20-1-A-y08-1,Arbury - City Centre - Addenbrookes - Cherry Hinton - Fulbourn,2017-10-10,2018-04-13,1|Citi,SCCM,VJ_20-1-A-y08-1-112-T0
2017-10-27,21:40:00,0500CCITY242,0500SFULB020,20-1-A-y08-1,Arbury - City Centre - Addenbrookes - Cherry Hinton - Fulbourn,2017-10-10,2018-04-13,1|Citi,SCCM,VJ_20-1-A-y08-1-113-T0
2017-10-27,22:10:00,0500CCITY242,0500SFULB020,20-1-A-y08-1,Arbury - City Centre - Addenbrookes - Cherry Hinton - Fulbourn,2017-10-10,2018-04-13,1|Citi,SCCM,VJ_20-1-A-y08-1-114-T0
