0500SSAWS023,0500CCITY487,23:14:00
36
02903601,020035041,23:20:00
29
0500SFULB020,0500CCITY336,23:43:00
36
300000443C,300000293M,23:28:00
32
0500CCITY242,0500SFULB015,23:10:00
36
0500CCITY487,0500SSAWS007,23:25:00
36
2900D1540,2900K13144,23:04:00
31
2900D1540,2900K13144,21:14:00
31
300000144N12,300000181N5,23:25:00
35
0500CCITY476,0500HSTNS064,23:30:00
36
0590PQG14,0590PNM666,23:15:00
31
0500CCITY116,0500HGODM001,23:35:00
36
0500SFULB008,0500CCITY132,23:15:00
36
300000075GS,30000018114,23:52:00
34
0590POW152,0590PCM341,23:37:00
32
0500SCOTT033,0500CCITY487,23:51:00
36
300000582TC,300000574OC,23:53:00
34
300000569BA,300000574OM,23:46:00
34
0590PSB943,0590PSS230,23:19:00
32
0500SFULB020,0500CCITY336,23:13:00
36
0500CCITY242,0500SFULB015,23:40:00
36
0500FWISH025,2900K13143,23:14:00
34
0500CCITY116,0500HGODM001,22:35:00
36
0500CCITY124,390050326,23:20:00
33
0590PDD384,0500HYAXL009,23:03:00
34
020035502,020035039,23:34:00
30
0590PQG13,0590PPA552,23:30:00
31
0590POW152,0590PWS516,22:37:00
32
020035576,049000000801,04:35:00
33
020035041,02903601,04:25:00
29
300000578SP,300000596S,05:05:00
33
020035035,0500HSTNS015,04:51:00
33
300000075CS,300000443C2,05:12:00
34
049000000801,040000004513,05:06:00
36
300000075GS,300000604S,05:10:00
33
020035576,049000000801,05:05:00
33
30000018111,300000096BW,05:05:00
34
0500HSTNS050,0500HSTNS050,06:00:00
36
020035044,020035267,05:34:00
30
300000181EF,300000052KA,05:24:00
34
0590PWN509,0590PQG14,05:13:00
31
390050327,0500CCITY124,05:19:00
33
0500CCITY001,0500CCITY508,05:49:00
36
300000181N5,300000574OB,05:28:00
34
3000001819,300000144D17,05:21:00
34
0500CCITY242,0500SFULB020,05:50:00
36
020035035,0500HSTNS015,05:21:00
33
020035045,020035131,05:33:00
30
0500HSTNS015,0500CCITY476,05:22:00
36
0500SFULB020,0500CCITY242,06:00:00
36
020035045,020035131,05:45:00
30
0500EELYY051,0500CCITY114,05:30:00
36
020035041,02903601,05:45:00
29
2900K13143,2900D1540,05:30:00
31
30000018114,300000144D18,05:35:00
35
0590PCM572,0590POW152,05:45:00
32
2900K13144,0500FWISH025,05:34:00
34
390050327,0500CCITY124,05:49:00
33
049000000801,040000004513,05:36:00
36
300000304S,300000181NE,06:10:00
33
390050327,0500CCITY124,06:19:00
33
0500SWATE009,0500CCITY203,05:54:00
36
020035035,0500HSTNS015,05:41:00
33
020035050,300000144N14,05:45:00
33
020035048,300000304SK,05:35:00
32
300000052HB,300000574OH,05:45:00
34
0590PQG11,0590PEN307,05:34:00
31
300000075CS,300000052C,05:37:00
33
020035576,049000000801,05:20:00
33
0500HGODM007,0590PQG08,05:42:00
33
0500HSTIV014,0500HHUNT010,06:06:00
36
0500HYAXL021,0590PDW423,06:03:00
34
0500FWHIY044,0500HRAMS006,06:12:00
36
30000018111,300000096BW,05:35:00
34
0500EELYY004,0500CCITY227,05:45:00
36
0500HSTIV074,0500CCITY001,05:52:00
36
020035044,020035267,05:46:00
30
0590PCM572,0590POW152,05:55:00
32
021026024,020035047,05:45:00
30
0500HGODM007,0500CCITY116,05:53:00
36
0500HSTIV015,0500CCITY001,05:57:00
36
0500FCHAT011,0500EELYY051,05:50:00
36
210021104390,0500CCITY119,06:58:00
36
0500HSOME015,0500HSTIV074,06:05:00
36
0500EBURW008,0500CCITY274,06:19:00
36
0500HGODM007,0500CCITY116,06:08:00
36
020035042,020035669,06:00:00
30
020035576,049000000801,05:50:00
33
300000574OB,0590PC601,05:51:00
32
0500SLONE003,0500CCITY121,06:36:00
36
0500FCHAT011,0500HSTIV074,06:40:00
36
0500SCOTT033,0500CCITY487,06:11:00
36
0500HRAMS006,0500HSTIV074,06:25:00
36
021022113,210021108740,05:40:00
33
300000052KO,300000181NE,06:15:00
34
0500HSTNS015,0500CCITY476,05:52:00
36
0500SCOTT033,0500CCITY487,05:51:00
36
3000001819,300000144D17,06:03:00
34
300000181N5,300000574OB,05:58:00
34
020035038,020035271,05:59:00
30
0500FCHAT011,0500EELYY051,06:40:00
36
0590PET833,0590PQG16,06:12:00
31
0500FCHAT002,0590PQG06,06:39:00
33
0500FWHIY023,0590PQG06,06:02:00
33
0500EBURW008,0500CCITY274,06:49:00
36
2900K13143,2900D1540,05:55:00
31
020035131,020035045,05:53:00
30
300000443C3,300000038A,05:51:00
33
30000018111,300000096GE,06:00:00
34
2900K13144,0500FWISH025,06:04:00
34
0500SCAMB011,0500CCITY484,06:22:00
36
0500EELYY051,0500CCITY114,06:00:00
36
300000181EF,300000304P,05:55:00
33
020035047,210021108830,06:05:00
33
0500FMARC024,0590PQG06,05:59:00
33
020035047,021026024,06:00:00
30
0500SSAWS023,0500CCITY487,06:34:00
36
021020200,020035051,05:45:00
30
049000000801,040000004513,05:51:00
36
0500CCITY508,0500CCITY001,05:59:00
36
0500HYAXL021,0590PDW423,06:23:00
34
020035267,020035044,06:03:00
30
0500HYAXL021,0590PDW423,06:43:00
34
300000096BW,30000018111,05:35:00
34
0500FWISH025,0590PQG10,06:11:00
33
300000304P,300000443C3,06:06:00
33
021026044,021026022,06:16:00
30
021022113,210021108740,06:00:00
33
020035040,020035502,06:40:00
30
0500CCITY137,0500SFULB008,06:06:00
36
268060082,0590PQG09,06:38:00
30
300000181N5,300000075CS,06:00:00
34
020035035,0500HSTNS015,06:09:00
33
300000596S,300000075CS,06:05:00
33
0590PNB058,0590PPA555,06:06:00
32
020035042,020035669,06:12:00
30
0500SCAMB011,0500CCITY484,06:02:00
36
0500SSAWS023,0500CCITY487,06:14:00
36
020035045,020035131,05:57:00
30
0500CCITY476,0500HSTNS064,06:20:00
36
0500CCITY237,0500SFULB008,06:48:00
36
0500CCITY237,0500SFULB020,06:28:00
36
020035131,020035045,06:05:00
30
021023004,020035049,06:23:00
30
0500CCITY137,0500SFULB008,06:26:00
36
020035045,020035131,06:09:00
30
020035044,020035267,05:58:00
30
3000001819,300000144D17,06:24:00
34
020035039,020035193,06:05:00
30
0500HFENS002,0500CCITY490,06:02:00
36
300000075GS,300000144ARR,06:25:00
35
0500HSTIV074,0500CCITY116,06:15:00
36
0500SCOTT033,0500CCITY487,06:31:00
36
0590PCM341,0590PWS516,06:03:00
32
0500HSTNS120,0500HHUNT088,06:45:00
36
0500SFULB020,0500CCITY137,06:43:00
36
020035044,020035267,06:10:00
30
0590PHV290,0590PQG08,06:05:00
31
020035035,0500HSTNS015,06:22:00
33
268060093,270002701630,06:45:00
33
0590PWS516,0590POW152,06:04:00
32
390020335,390050791,06:15:00
30
020035044,020035267,06:22:00
30
0500CCITY541,0500CCITY203,06:00:00
36
02903032,049000000916,05:03:00
32
020035051,021020185,06:10:00
30
0590PEN307,0590PQG11,06:05:00
31
0500HSTIV074,0500CCITY001,06:22:00
36
0500SFULB008,0500CCITY242,06:35:00
36
020035267,020035044,06:15:00
30
0500CCITY001,0500CCITY508,06:19:00
36
020035039,020035502,06:35:00
30
0500CCITY242,0500SFULB008,06:40:00
36
0500EELYY004,0500CCITY227,06:45:00
36
300000268OR,300000144D17,06:29:00
35
0590PCM572,0590POW152,06:15:00
32
2900K13143,2900D1540,06:15:00
31
300000075CS,300000443C2,06:20:00
34
020035049,021023004,06:15:00
30
0590POW152,0590PWS516,06:13:00
32
0500HSTIV014,0500HHUNT035,06:21:00
36
021026024,020035047,06:15:00
30
020035502,020035039,06:24:00
30
0590PPA555,0590PSB943,06:25:00
32
049000000801,040000004513,06:21:00
36
0590PCM341,0590PWS516,06:13:00
32
0500SWATE009,0500CCITY203,06:14:00
36
0590PCM572,0590POW152,06:05:00
32
300000146G,300000144N5,06:50:00
33
300000304S,300000181NE,06:45:00
33
020035502,020035040,06:14:00
30
020035576,049000000801,06:20:00
33
020035038,020035271,06:29:00
30
020035040,020035270,06:20:00
30
02901207,049000000922,05:35:00
32
020035131,020035045,06:17:00
30
0590PWS516,0590POW152,06:14:00
32
020035043,020035825,06:39:00
30
0500CCITY274,390020335,06:50:00
33
020035271,020035040,06:21:00
30
0500SFULB008,0500CCITY242,06:25:00
36
300000819B,300000443C5,06:36:00
33
300000578SP,300000596S,06:17:00
33
1500SWSTNST,0500CCITY487,06:16:00
35
020036012,020035049,06:29:00
30
300000443C,300000304P,06:25:00
32
0500HHOUG008,0500CCITY001,06:20:00
36
300000144N12,300000293M,05:39:00
34
021020200,020035125,06:15:00
30
020035044,020035267,06:34:00
30
0590PCM341,0590PWS516,06:23:00
32
300000144N12,300000574OB,06:00:00
35
0500CCITY242,0500SFULB020,06:20:00
36
300000574OB,0590PC601,06:21:00
32
020035041,02903601,06:20:00
29
0590PDD384,0590PSP940,06:29:00
32
0590PQG12,0590PDD384,06:33:00
31
0500FMARC032,0500FCHAT011,06:33:00
36
2700LCWS2420,270000009141,06:31:00
36
0500SWATE009,0500CCITY203,06:34:00
36
390020335,0500CCITY274,06:56:00
33
0500HGODM007,0500CCITY116,06:35:00
36
020035045,020035131,06:33:00
30
300000181EH,300000144D18,06:05:00
35
020037215,020035053,06:27:00
30
0590PQG12,0590PDW423,06:23:00
31
300000443C,300000293M,06:56:00
32
300000293M,300000144N12,06:23:00
34
020035267,020035044,06:27:00
30
0590PNB058,0590PPA555,06:26:00
32
0500ELITP043,0500CCITY114,06:18:00
36
020035047,210021108830,06:35:00
33
0590PSP940,0590PDD384,06:50:00
32
0590PSB943,0590PSP592,06:28:00
32
0590PCM572,0590POW152,06:25:00
32
0500SFULB020,0500CCITY242,06:30:00
36
210021110290,0500CCITY464,06:18:00
36
0500CCITY491,0500CCITY030,06:41:00
36
0590PQG15,0590PLW176,06:40:00
31
0500SBOXW001,0500CCITY507,06:44:00
36
0500SFULB008,0500CCITY242,06:55:00
36
0590PNB058,0590PPA555,06:36:00
32
0500EELYY051,0500CCITY114,06:30:00
36
020035131,020035045,06:29:00
30
049002399861,020035050,06:34:00
33
0590PQG11,0590PEN307,06:34:00
31
0500CCITY001,0500HSTIV062,06:42:00
36
02900041,049003030942,05:25:00
32
300000574OM,300000576DW,06:41:00
34
0590PQG16,0590PEP302,06:34:00
31
0590PHV290,0590PQG08,06:25:00
31
0590PWS516,0590POW152,06:24:00
32
0500SBARH011,0500CCITY490,07:11:00
36
0590PQG08,0500HSTIL008,06:30:00
33
0500CCITY508,0500CCITY001,06:29:00
36
30000018111,300000096GE,06:30:00
34
3000001819,300000172HH,06:42:00
33
0500HRAMS006,0590PQG06,06:31:00
33
0500CCITY544,0500CCITY517,06:49:00
36
020035737,020035046,07:37:00
30
30000018110,260022657,06:29:00
32
2700LCPR0830,0590PQG16,06:39:00
33
0500CCITY476,0500HSTNS064,06:50:00
36
300000052O,300000613GB,06:32:00
33
300000096BW,300000181EG,06:05:00
34
0590PQG06,0500HRAMS006,06:35:00
33
020035035,0500HSTNS015,06:41:00
33
0500HSTIV074,0500CCITY116,06:45:00
36
020035047,021026024,06:30:00
30
300000443C2,300000613GB,06:33:00
34
210021110290,0500CCITY464,06:38:00
36
2900K13144,0500FWISH025,06:34:00
34
0500HFENS007,0500CCITY228,06:47:00
36
2900S711,2900K13144,07:15:00
30
